"Town","FIPS","Year","Year Submitted","Town Profile Year","Entry","Rank","Variable","Measure Type","Value"
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Jensens Residential Communies",2,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Water Company",3,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"M & M Realty Holdings LLC",4,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Deer Lake II",5,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Anderson Norma R. Trustee",6,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"KTV Costfam Limited  Partnership",7,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Gargilulo Eugene & Catherine",8,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Moore Deborah",9,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Jensens Residential Communies",2,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Water Company",3,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"M & M Realty Holdings LLC",4,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Deer Lake II",5,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Anderson Norma R. Trustee",6,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"KTV Costfam Limited  Partnership",7,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Gargilulo Eugene & Catherine",8,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Moore Deborah",9,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Jensens Residential Communies",2,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Water Company",3,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"M & M Realty Holdings LLC",4,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Deer Lake II",5,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Anderson Norma R. Trustee",6,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"KTV Costfam Limited  Partnership",7,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Gargilulo Eugene & Catherine",8,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Moore Deborah",9,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Percent of Total Grand List","Percent",-666666
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",34420680
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Grand List Value","Number",10051110
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Grand List Value","Number",5099840
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Grand List Value","Number",4945740
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Grand List Value","Number",1679310
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Grand List Value","Number",1421420
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Grand List Value","Number",1142650
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Grand List Value","Number",971000
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Grand List Value","Number",915900
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Grand List Value","Number",866080
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",5.67
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Percent of Net Grand List","Percent",1.65
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Percent of Net Grand List","Percent",0.84
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Percent of Net Grand List","Percent",0.81
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Percent of Net Grand List","Percent",0.28
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Percent of Net Grand List","Percent",0.23
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Percent of Net Grand List","Percent",0.19
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Percent of Net Grand List","Percent",0.16
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Percent of Net Grand List","Percent",0.15
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Percent of Net Grand List","Percent",0.14
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",55.96
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Percent of Top 10 Total Grand List","Percent",16.34
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Percent of Top 10 Total Grand List","Percent",8.29
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Percent of Top 10 Total Grand List","Percent",8.04
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Percent of Top 10 Total Grand List","Percent",2.73
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Percent of Top 10 Total Grand List","Percent",2.31
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Percent of Top 10 Total Grand List","Percent",1.86
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Percent of Top 10 Total Grand List","Percent",1.58
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Percent of Top 10 Total Grand List","Percent",1.49
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Percent of Top 10 Total Grand List","Percent",1.41
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",5.58
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Percent of Total Grand List","Percent",1.63
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Percent of Total Grand List","Percent",0.83
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Percent of Total Grand List","Percent",0.8
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Percent of Total Grand List","Percent",0.27
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Percent of Total Grand List","Percent",0.23
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Percent of Total Grand List","Percent",0.19
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Percent of Total Grand List","Percent",0.16
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Percent of Total Grand List","Percent",0.15
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Percent of Total Grand List","Percent",0.14
"Ledyard","0901142600",2014,2015,2016,"Mashantucket Pequot Tribe & Tribal Nation & Gaming Enterprises",1,"Grand List Value","Number",33280267
"Ledyard","0901142600",2014,2015,2016,"Connecticut Light & Power",2,"Grand List Value","Number",20184395
"Ledyard","0901142600",2014,2015,2016,"Styron LLC",3,"Grand List Value","Number",9047156
"Ledyard","0901142600",2014,2015,2016,"Fox Run-Ledyard LLC",4,"Grand List Value","Number",6887931
"Ledyard","0901142600",2014,2015,2016,"Yankee Gas Services",5,"Grand List Value","Number",3719810
"Ledyard","0901142600",2014,2015,2016,"Riverside Mall",6,"Grand List Value","Number",2152080
"Ledyard","0901142600",2014,2015,2016,"Lake of Isles",7,"Grand List Value","Number",1848726
"Ledyard","0901142600",2014,2015,2016,"Acquiport/Amsdell III",8,"Grand List Value","Number",1857121
"Ledyard","0901142600",2014,2015,2016,"Third Garden Park",9,"Grand List Value","Number",1489068
"Ledyard","0901142600",2014,2015,2016,"Hard Rock Café",10,"Grand List Value","Number",1129330
"Ledyard","0901142600",2014,2015,2016,"Mashantucket Pequot Tribe & Tribal Nation & Gaming Enterprises",1,"Percent of Net Grand List","Percent",2.95
"Ledyard","0901142600",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Net Grand List","Percent",1.79
"Ledyard","0901142600",2014,2015,2016,"Styron LLC",3,"Percent of Net Grand List","Percent",0.8
"Ledyard","0901142600",2014,2015,2016,"Fox Run-Ledyard LLC",4,"Percent of Net Grand List","Percent",0.61
"Ledyard","0901142600",2014,2015,2016,"Yankee Gas Services",5,"Percent of Net Grand List","Percent",0.33
"Ledyard","0901142600",2014,2015,2016,"Riverside Mall",6,"Percent of Net Grand List","Percent",0.19
"Ledyard","0901142600",2014,2015,2016,"Lake of Isles",7,"Percent of Net Grand List","Percent",0.16
"Ledyard","0901142600",2014,2015,2016,"Acquiport/Amsdell III",8,"Percent of Net Grand List","Percent",0.16
"Ledyard","0901142600",2014,2015,2016,"Third Garden Park",9,"Percent of Net Grand List","Percent",0.13
"Ledyard","0901142600",2014,2015,2016,"Hard Rock Café",10,"Percent of Net Grand List","Percent",0.1
"Ledyard","0901142600",2014,2015,2016,"Mashantucket Pequot Tribe & Tribal Nation & Gaming Enterprises",1,"Percent of Top 10 Total Grand List","Percent",40.79
"Ledyard","0901142600",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Top 10 Total Grand List","Percent",24.74
"Ledyard","0901142600",2014,2015,2016,"Styron LLC",3,"Percent of Top 10 Total Grand List","Percent",11.09
"Ledyard","0901142600",2014,2015,2016,"Fox Run-Ledyard LLC",4,"Percent of Top 10 Total Grand List","Percent",8.44
"Ledyard","0901142600",2014,2015,2016,"Yankee Gas Services",5,"Percent of Top 10 Total Grand List","Percent",4.56
"Ledyard","0901142600",2014,2015,2016,"Riverside Mall",6,"Percent of Top 10 Total Grand List","Percent",2.64
"Ledyard","0901142600",2014,2015,2016,"Lake of Isles",7,"Percent of Top 10 Total Grand List","Percent",2.27
"Ledyard","0901142600",2014,2015,2016,"Acquiport/Amsdell III",8,"Percent of Top 10 Total Grand List","Percent",2.28
"Ledyard","0901142600",2014,2015,2016,"Third Garden Park",9,"Percent of Top 10 Total Grand List","Percent",1.82
"Ledyard","0901142600",2014,2015,2016,"Hard Rock Café",10,"Percent of Top 10 Total Grand List","Percent",1.38
"Ledyard","0901142600",2014,2015,2016,"Mashantucket Pequot Tribe & Tribal Nation & Gaming Enterprises",1,"Percent of Total Grand List","Percent",2.87
"Ledyard","0901142600",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Total Grand List","Percent",1.74
"Ledyard","0901142600",2014,2015,2016,"Styron LLC",3,"Percent of Total Grand List","Percent",0.78
"Ledyard","0901142600",2014,2015,2016,"Fox Run-Ledyard LLC",4,"Percent of Total Grand List","Percent",0.59
"Ledyard","0901142600",2014,2015,2016,"Yankee Gas Services",5,"Percent of Total Grand List","Percent",0.32
"Ledyard","0901142600",2014,2015,2016,"Riverside Mall",6,"Percent of Total Grand List","Percent",0.19
"Ledyard","0901142600",2014,2015,2016,"Lake of Isles",7,"Percent of Total Grand List","Percent",0.16
"Ledyard","0901142600",2014,2015,2016,"Acquiport/Amsdell III",8,"Percent of Total Grand List","Percent",0.16
"Ledyard","0901142600",2014,2015,2016,"Third Garden Park",9,"Percent of Total Grand List","Percent",0.13
"Ledyard","0901142600",2014,2015,2016,"Hard Rock Café",10,"Percent of Total Grand List","Percent",0.1
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing LLC",1,"Grand List Value","Number",17150800
"Lisbon","0901143230",2009,2010,2016,"CL One Associates",2,"Grand List Value","Number",15645130
"Lisbon","0901143230",2009,2010,2016,"Walmart Real Estate Business Trust",3,"Grand List Value","Number",15401410
"Lisbon","0901143230",2009,2010,2016,"Home Depot USA Inc",4,"Grand List Value","Number",10089240
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing Phase II LLC",5,"Grand List Value","Number",8062640
"Lisbon","0901143230",2009,2010,2016,"Lisbon River Road",6,"Grand List Value","Number",3134210
"Lisbon","0901143230",2009,2010,2016,"RWC Real Estate LLC",7,"Grand List Value","Number",1220170
"Lisbon","0901143230",2009,2010,2016,"ABS Development",8,"Grand List Value","Number",1109980
"Lisbon","0901143230",2009,2010,2016,"McDonald's Corporation",9,"Grand List Value","Number",908220
"Lisbon","0901143230",2009,2010,2016,"Mellor Calvin A",10,"Grand List Value","Number",895190
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing LLC",1,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"CL One Associates",2,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Walmart Real Estate Business Trust",3,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Home Depot USA Inc",4,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing Phase II LLC",5,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Lisbon River Road",6,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"RWC Real Estate LLC",7,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"ABS Development",8,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"McDonald's Corporation",9,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Mellor Calvin A",10,"Percent of Net Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing LLC",1,"Percent of Top 10 Total Grand List","Percent",23.3
"Lisbon","0901143230",2009,2010,2016,"CL One Associates",2,"Percent of Top 10 Total Grand List","Percent",21.25
"Lisbon","0901143230",2009,2010,2016,"Walmart Real Estate Business Trust",3,"Percent of Top 10 Total Grand List","Percent",20.92
"Lisbon","0901143230",2009,2010,2016,"Home Depot USA Inc",4,"Percent of Top 10 Total Grand List","Percent",13.71
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing Phase II LLC",5,"Percent of Top 10 Total Grand List","Percent",10.95
"Lisbon","0901143230",2009,2010,2016,"Lisbon River Road",6,"Percent of Top 10 Total Grand List","Percent",4.26
"Lisbon","0901143230",2009,2010,2016,"RWC Real Estate LLC",7,"Percent of Top 10 Total Grand List","Percent",1.66
"Lisbon","0901143230",2009,2010,2016,"ABS Development",8,"Percent of Top 10 Total Grand List","Percent",1.51
"Lisbon","0901143230",2009,2010,2016,"McDonald's Corporation",9,"Percent of Top 10 Total Grand List","Percent",1.23
"Lisbon","0901143230",2009,2010,2016,"Mellor Calvin A",10,"Percent of Top 10 Total Grand List","Percent",1.22
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing LLC",1,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"CL One Associates",2,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Walmart Real Estate Business Trust",3,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Home Depot USA Inc",4,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Lisbon Landing Phase II LLC",5,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Lisbon River Road",6,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"RWC Real Estate LLC",7,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"ABS Development",8,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"McDonald's Corporation",9,"Percent of Total Grand List","Percent",-666666
"Lisbon","0901143230",2009,2010,2016,"Mellor Calvin A",10,"Percent of Total Grand List","Percent",-666666
"Litchfield","0900543370",2013,2014,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",22023950
"Litchfield","0900543370",2013,2014,2016,"CRP/BWN Litchfield LLC",2,"Grand List Value","Number",11907330
"Litchfield","0900543370",2013,2014,2016,"White Memorial Foundation Inc",3,"Grand List Value","Number",8134464
"Litchfield","0900543370",2013,2014,2016,"6645 Federal Square Realty LLC",4,"Grand List Value","Number",7749496
"Litchfield","0900543370",2013,2014,2016,"Aquarion Water Company",5,"Grand List Value","Number",7393590
"Litchfield","0900543370",2013,2014,2016,"Malkemus George & Yurgaitis",6,"Grand List Value","Number",7031312
"Litchfield","0900543370",2013,2014,2016,"Litchfield Developers LLC",7,"Grand List Value","Number",5415186
"Litchfield","0900543370",2013,2014,2016,"Litchfield Commons LLC",8,"Grand List Value","Number",4508700
"Litchfield","0900543370",2013,2014,2016,"Daddario Raymond",9,"Grand List Value","Number",4464404
"Litchfield","0900543370",2013,2014,2016,"Shaw Marc &",10,"Grand List Value","Number",4328624
"Litchfield","0900543370",2013,2014,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",2.14
"Litchfield","0900543370",2013,2014,2016,"CRP/BWN Litchfield LLC",2,"Percent of Net Grand List","Percent",1.16
"Litchfield","0900543370",2013,2014,2016,"White Memorial Foundation Inc",3,"Percent of Net Grand List","Percent",0.79
"Litchfield","0900543370",2013,2014,2016,"6645 Federal Square Realty LLC",4,"Percent of Net Grand List","Percent",0.75
"Litchfield","0900543370",2013,2014,2016,"Aquarion Water Company",5,"Percent of Net Grand List","Percent",0.72
"Litchfield","0900543370",2013,2014,2016,"Malkemus George & Yurgaitis",6,"Percent of Net Grand List","Percent",0.68
"Litchfield","0900543370",2013,2014,2016,"Litchfield Developers LLC",7,"Percent of Net Grand List","Percent",0.53
"Litchfield","0900543370",2013,2014,2016,"Litchfield Commons LLC",8,"Percent of Net Grand List","Percent",0.44
"Litchfield","0900543370",2013,2014,2016,"Daddario Raymond",9,"Percent of Net Grand List","Percent",0.43
"Litchfield","0900543370",2013,2014,2016,"Shaw Marc &",10,"Percent of Net Grand List","Percent",0.42
"Litchfield","0900543370",2013,2014,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",26.55
"Litchfield","0900543370",2013,2014,2016,"CRP/BWN Litchfield LLC",2,"Percent of Top 10 Total Grand List","Percent",14.35
"Litchfield","0900543370",2013,2014,2016,"White Memorial Foundation Inc",3,"Percent of Top 10 Total Grand List","Percent",9.81
"Litchfield","0900543370",2013,2014,2016,"6645 Federal Square Realty LLC",4,"Percent of Top 10 Total Grand List","Percent",9.34
"Litchfield","0900543370",2013,2014,2016,"Aquarion Water Company",5,"Percent of Top 10 Total Grand List","Percent",8.91
"Litchfield","0900543370",2013,2014,2016,"Malkemus George & Yurgaitis",6,"Percent of Top 10 Total Grand List","Percent",8.48
"Litchfield","0900543370",2013,2014,2016,"Litchfield Developers LLC",7,"Percent of Top 10 Total Grand List","Percent",6.53
"Litchfield","0900543370",2013,2014,2016,"Litchfield Commons LLC",8,"Percent of Top 10 Total Grand List","Percent",5.43
"Litchfield","0900543370",2013,2014,2016,"Daddario Raymond",9,"Percent of Top 10 Total Grand List","Percent",5.38
"Litchfield","0900543370",2013,2014,2016,"Shaw Marc &",10,"Percent of Top 10 Total Grand List","Percent",5.22
"Litchfield","0900543370",2013,2014,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",2.13
"Litchfield","0900543370",2013,2014,2016,"CRP/BWN Litchfield LLC",2,"Percent of Total Grand List","Percent",1.15
"Litchfield","0900543370",2013,2014,2016,"White Memorial Foundation Inc",3,"Percent of Total Grand List","Percent",0.79
"Litchfield","0900543370",2013,2014,2016,"6645 Federal Square Realty LLC",4,"Percent of Total Grand List","Percent",0.75
"Litchfield","0900543370",2013,2014,2016,"Aquarion Water Company",5,"Percent of Total Grand List","Percent",0.71
"Litchfield","0900543370",2013,2014,2016,"Malkemus George & Yurgaitis",6,"Percent of Total Grand List","Percent",0.68
"Litchfield","0900543370",2013,2014,2016,"Litchfield Developers LLC",7,"Percent of Total Grand List","Percent",0.52
"Litchfield","0900543370",2013,2014,2016,"Litchfield Commons LLC",8,"Percent of Total Grand List","Percent",0.44
"Litchfield","0900543370",2013,2014,2016,"Daddario Raymond",9,"Percent of Total Grand List","Percent",0.43
"Litchfield","0900543370",2013,2014,2016,"Shaw Marc &",10,"Percent of Total Grand List","Percent",0.42
"Lyme","0901144210",2013,2014,2016,"Platner, Beverly",1,"Grand List Value","Number",4082790
"Lyme","0901144210",2013,2014,2016,"KoUSA LLC",2,"Grand List Value","Number",3658300
"Lyme","0901144210",2013,2014,2016,"Whelen George W IV",3,"Grand List Value","Number",2985656
"Lyme","0901144210",2013,2014,2016,"Wardlaw Stephen & Lynne",4,"Grand List Value","Number",2757480
"Lyme","0901144210",2013,2014,2016,"Mellon, Timothy",5,"Grand List Value","Number",2757480
"Lyme","0901144210",2013,2014,2016,"Davidson Spencer & Telfair Tula",6,"Grand List Value","Number",2442506
"Lyme","0901144210",2013,2014,2016,"Lorac LLC",7,"Grand List Value","Number",2237100
"Lyme","0901144210",2013,2014,2016,"Oboyle Willam B",8,"Grand List Value","Number",2215700
"Lyme","0901144210",2013,2014,2016,"Rosenshine Allen & Suzanne",9,"Grand List Value","Number",2068200
"Lyme","0901144210",2013,2014,2016,"Sairon LP",10,"Grand List Value","Number",1999669
"Lyme","0901144210",2013,2014,2016,"Platner, Beverly",1,"Percent of Net Grand List","Percent",0.79
"Lyme","0901144210",2013,2014,2016,"KoUSA LLC",2,"Percent of Net Grand List","Percent",0.71
"Lyme","0901144210",2013,2014,2016,"Whelen George W IV",3,"Percent of Net Grand List","Percent",0.58
"Lyme","0901144210",2013,2014,2016,"Wardlaw Stephen & Lynne",4,"Percent of Net Grand List","Percent",0.54
"Lyme","0901144210",2013,2014,2016,"Mellon, Timothy",5,"Percent of Net Grand List","Percent",0.54
"Lyme","0901144210",2013,2014,2016,"Davidson Spencer & Telfair Tula",6,"Percent of Net Grand List","Percent",0.48
"Lyme","0901144210",2013,2014,2016,"Lorac LLC",7,"Percent of Net Grand List","Percent",0.44
"Lyme","0901144210",2013,2014,2016,"Oboyle Willam B",8,"Percent of Net Grand List","Percent",0.43
"Lyme","0901144210",2013,2014,2016,"Rosenshine Allen & Suzanne",9,"Percent of Net Grand List","Percent",0.4
"Lyme","0901144210",2013,2014,2016,"Sairon LP",10,"Percent of Net Grand List","Percent",0.39
"Lyme","0901144210",2013,2014,2016,"Platner, Beverly",1,"Percent of Top 10 Total Grand List","Percent",15.01
"Lyme","0901144210",2013,2014,2016,"KoUSA LLC",2,"Percent of Top 10 Total Grand List","Percent",13.45
"Lyme","0901144210",2013,2014,2016,"Whelen George W IV",3,"Percent of Top 10 Total Grand List","Percent",10.97
"Lyme","0901144210",2013,2014,2016,"Wardlaw Stephen & Lynne",4,"Percent of Top 10 Total Grand List","Percent",10.14
"Lyme","0901144210",2013,2014,2016,"Mellon, Timothy",5,"Percent of Top 10 Total Grand List","Percent",10.14
"Lyme","0901144210",2013,2014,2016,"Davidson Spencer & Telfair Tula",6,"Percent of Top 10 Total Grand List","Percent",8.98
"Lyme","0901144210",2013,2014,2016,"Lorac LLC",7,"Percent of Top 10 Total Grand List","Percent",8.22
"Lyme","0901144210",2013,2014,2016,"Oboyle Willam B",8,"Percent of Top 10 Total Grand List","Percent",8.14
"Lyme","0901144210",2013,2014,2016,"Rosenshine Allen & Suzanne",9,"Percent of Top 10 Total Grand List","Percent",7.6
"Lyme","0901144210",2013,2014,2016,"Sairon LP",10,"Percent of Top 10 Total Grand List","Percent",7.35
"Lyme","0901144210",2013,2014,2016,"Platner, Beverly",1,"Percent of Total Grand List","Percent",0.79
"Lyme","0901144210",2013,2014,2016,"KoUSA LLC",2,"Percent of Total Grand List","Percent",0.71
"Lyme","0901144210",2013,2014,2016,"Whelen George W IV",3,"Percent of Total Grand List","Percent",0.58
"Lyme","0901144210",2013,2014,2016,"Wardlaw Stephen & Lynne",4,"Percent of Total Grand List","Percent",0.54
"Lyme","0901144210",2013,2014,2016,"Mellon, Timothy",5,"Percent of Total Grand List","Percent",0.54
"Lyme","0901144210",2013,2014,2016,"Davidson Spencer & Telfair Tula",6,"Percent of Total Grand List","Percent",0.47
"Lyme","0901144210",2013,2014,2016,"Lorac LLC",7,"Percent of Total Grand List","Percent",0.43
"Lyme","0901144210",2013,2014,2016,"Oboyle Willam B",8,"Percent of Total Grand List","Percent",0.43
"Lyme","0901144210",2013,2014,2016,"Rosenshine Allen & Suzanne",9,"Percent of Total Grand List","Percent",0.4
"Lyme","0901144210",2013,2014,2016,"Sairon LP",10,"Percent of Total Grand List","Percent",0.39
"Madison","0900944560",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",25320670
"Madison","0900944560",2014,2015,2016,"Madison Beach Hotel LLC",2,"Grand List Value","Number",8980800
"Madison","0900944560",2014,2015,2016,"Sabra Health Care Holdings III",3,"Grand List Value","Number",6523500
"Madison","0900944560",2014,2015,2016,"Davis Realty LLC",4,"Grand List Value","Number",6293600
"Madison","0900944560",2014,2015,2016,"Hearth at Tuxis Pond LLC",5,"Grand List Value","Number",6260100
"Madison","0900944560",2014,2015,2016,"Sherwood Island 44",6,"Grand List Value","Number",5862200
"Madison","0900944560",2014,2015,2016,"CT Water Co",7,"Grand List Value","Number",5504960
"Madison","0900944560",2014,2015,2016,"Debolina LLC",8,"Grand List Value","Number",4345200
"Madison","0900944560",2014,2015,2016,"Ean Holding LLC",9,"Grand List Value","Number",4084355
"Madison","0900944560",2014,2015,2016,"Schumann Robert",10,"Grand List Value","Number",3852040
"Madison","0900944560",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",0.89
"Madison","0900944560",2014,2015,2016,"Madison Beach Hotel LLC",2,"Percent of Net Grand List","Percent",0.31
"Madison","0900944560",2014,2015,2016,"Sabra Health Care Holdings III",3,"Percent of Net Grand List","Percent",0.23
"Madison","0900944560",2014,2015,2016,"Davis Realty LLC",4,"Percent of Net Grand List","Percent",0.22
"Madison","0900944560",2014,2015,2016,"Hearth at Tuxis Pond LLC",5,"Percent of Net Grand List","Percent",0.22
"Madison","0900944560",2014,2015,2016,"Sherwood Island 44",6,"Percent of Net Grand List","Percent",0.21
"Madison","0900944560",2014,2015,2016,"CT Water Co",7,"Percent of Net Grand List","Percent",0.19
"Madison","0900944560",2014,2015,2016,"Debolina LLC",8,"Percent of Net Grand List","Percent",0.15
"Madison","0900944560",2014,2015,2016,"Ean Holding LLC",9,"Percent of Net Grand List","Percent",0.14
"Madison","0900944560",2014,2015,2016,"Schumann Robert",10,"Percent of Net Grand List","Percent",0.13
